,y,cov1,cov2
0,0.0,-1.0,0
1,0.5427936412680485,-0.996,0
2,0.0,-0.992,1
3,0.0,-0.988,0
4,0.0,-0.984,0
5,14.662412184861994,-0.98,0
6,3.9184160324379302,-0.976,0
7,5.453583709054841,-0.972,0
8,0.036220647689460365,-0.968,0
9,10.305166424992594,-0.964,0
10,0.0,-0.96,1
11,0.0,-0.956,1
12,0.0,-0.952,1
13,0.0,-0.948,1
14,3.353994965885685,-0.944,0
15,0.0,-0.94,0
16,1.833345500854303,-0.9359999999999999,1
17,1.6833642136884013,-0.9319999999999999,1
18,2.440692721384339,-0.9279999999999999,1
19,6.16636925086534,-0.9239999999999999,0
20,0.0,-0.9199999999999999,0
21,0.8320046973486838,-0.9159999999999999,1
22,9.484575612173863,-0.9119999999999999,0
23,0.27312583993928746,-0.9079999999999999,0
24,0.0,-0.9039999999999999,1
25,0.0,-0.8999999999999999,1
26,0.0,-0.8959999999999999,0
27,0.5719649439104999,-0.8919999999999999,0
28,0.0,-0.8879999999999999,1
29,0.34963614866766657,-0.8839999999999999,0
30,0.0,-0.8799999999999999,0
31,0.0,-0.8759999999999999,0
32,3.508280003827732,-0.8719999999999999,0
33,0.0,-0.8679999999999999,1
34,0.0,-0.8639999999999999,0
35,0.0,-0.8599999999999999,1
36,0.0,-0.8559999999999999,0
37,6.357804797223166,-0.8519999999999999,0
38,0.11549071777276984,-0.8479999999999999,1
39,0.0,-0.8439999999999999,1
40,4.9778499235856275,-0.8399999999999999,0
41,0.0,-0.8359999999999999,1
42,0.20971408911507872,-0.8319999999999999,0
43,9.376105981508074,-0.8279999999999998,0
44,0.0,-0.8239999999999998,1
45,0.8265130076263839,-0.8199999999999998,1
46,10.814543640098638,-0.8159999999999998,0
47,0.0,-0.8119999999999998,0
48,0.0,-0.8079999999999998,1
49,0.0,-0.8039999999999998,1
50,9.735776214248968,-0.7999999999999998,0
51,0.0,-0.7959999999999998,1
52,0.0,-0.7919999999999998,0
53,7.523649584293398,-0.7879999999999998,0
54,15.187966363354924,-0.7839999999999998,0
55,23.15181608448507,-0.7799999999999998,0
56,3.7844423407128085,-0.7759999999999998,0
57,0.0,-0.7719999999999998,1
58,0.0,-0.7679999999999998,0
59,0.0,-0.7639999999999998,1
60,0.0,-0.7599999999999998,1
61,0.0,-0.7559999999999998,1
62,2.4029038703038337,-0.7519999999999998,0
63,4.254855191103159,-0.7479999999999998,0
64,0.6068407993413507,-0.7439999999999998,0
65,3.6762322281102082,-0.7399999999999998,0
66,0.0,-0.7359999999999998,1
67,1.3950457299000572,-0.7319999999999998,0
68,4.257801793505296,-0.7279999999999998,0
69,9.09637177576092,-0.7239999999999998,0
70,1.5729824356835325,-0.7199999999999998,1
71,0.0,-0.7159999999999997,0
72,6.668221385916024,-0.7119999999999997,1
73,0.0,-0.7079999999999997,1
74,0.0,-0.7039999999999997,0
75,0.0,-0.6999999999999997,1
76,0.0,-0.6959999999999997,1
77,0.0,-0.6919999999999997,1
78,20.676145582413877,-0.6879999999999997,0
79,22.047099582695008,-0.6839999999999997,0
80,0.0,-0.6799999999999997,1
81,0.0,-0.6759999999999997,1
82,1.3976142747723872,-0.6719999999999997,1
83,0.0,-0.6679999999999997,1
84,1.0188439639372087,-0.6639999999999997,0
85,7.107420036077757,-0.6599999999999997,0
86,0.9539686633752773,-0.6559999999999997,1
87,16.97930711305606,-0.6519999999999997,0
88,27.34225068654004,-0.6479999999999997,0
89,3.3447011095900403,-0.6439999999999997,1
90,19.0564798346783,-0.6399999999999997,0
91,10.715783768164654,-0.6359999999999997,0
92,3.672076851534244,-0.6319999999999997,0
93,0.0,-0.6279999999999997,0
94,0.0,-0.6239999999999997,0
95,0.5548687847944287,-0.6199999999999997,0
96,8.810982621040699,-0.6159999999999997,0
97,0.0,-0.6119999999999997,1
98,0.0,-0.6079999999999997,1
99,3.667690906578115,-0.6039999999999996,1
100,0.0,-0.5999999999999996,0
101,0.15032322241522778,-0.5959999999999996,1
102,0.8087415696429673,-0.5919999999999996,1
103,0.0,-0.5879999999999996,1
104,1.2923447133242076,-0.5839999999999996,1
105,8.111499860892524,-0.5799999999999996,0
106,6.7293700923303765,-0.5759999999999996,0
107,2.8975240280008485,-0.5719999999999996,1
108,0.0,-0.5679999999999996,0
109,11.459160297150937,-0.5639999999999996,0
110,0.0,-0.5599999999999996,1
111,11.292960078347667,-0.5559999999999996,0
112,0.0,-0.5519999999999996,0
113,0.0,-0.5479999999999996,1
114,0.0,-0.5439999999999996,0
115,5.513528953282491,-0.5399999999999996,0
116,0.0,-0.5359999999999996,0
117,3.0710166629252766,-0.5319999999999996,1
118,0.18631150095287657,-0.5279999999999996,1
119,0.0,-0.5239999999999996,1
120,0.27119650784953875,-0.5199999999999996,1
121,3.34568358155718,-0.5159999999999996,0
122,8.060846247340303,-0.5119999999999996,0
123,0.0,-0.5079999999999996,1
