,y,cov1,cov2
0,0.0,-1.0,0
1,12.328561833948458,-0.996,0
2,0.3493192360193184,-0.992,1
3,0.0,-0.988,0
4,2.9492139674550946,-0.984,0
5,6.3742642218501215,-0.98,0
6,0.0,-0.976,0
7,19.094959753763742,-0.972,0
8,0.0,-0.968,0
9,0.02830166158449493,-0.964,0
10,0.0,-0.96,1
11,0.0,-0.956,1
12,0.0,-0.952,1
13,0.0,-0.948,1
14,0.0,-0.944,0
15,0.0,-0.94,0
16,3.558185450122407,-0.9359999999999999,1
17,0.0,-0.9319999999999999,1
18,1.3901571511775832,-0.9279999999999999,1
19,5.405365192430846,-0.9239999999999999,0
20,3.482358244550547,-0.9199999999999999,0
21,0.0,-0.9159999999999999,1
22,0.0,-0.9119999999999999,0
23,5.176419661667292,-0.9079999999999999,0
24,0.0,-0.9039999999999999,1
25,0.0,-0.8999999999999999,1
26,0.0,-0.8959999999999999,0
27,3.0657766319134216,-0.8919999999999999,0
28,0.0,-0.8879999999999999,1
29,8.479687346761999,-0.8839999999999999,0
30,13.677027834770726,-0.8799999999999999,0
31,14.765551596199018,-0.8759999999999999,0
32,0.0,-0.8719999999999999,0
33,0.0,-0.8679999999999999,1
34,8.020350988189275,-0.8639999999999999,0
35,0.0,-0.8599999999999999,1
36,1.362101436123045,-0.8559999999999999,0
37,9.448316331120918,-0.8519999999999999,0
38,0.0,-0.8479999999999999,1
39,0.0,-0.8439999999999999,1
40,0.0,-0.8399999999999999,0
41,0.0,-0.8359999999999999,1
42,0.0,-0.8319999999999999,0
43,3.766902443305604,-0.8279999999999998,0
44,2.6369945282676417,-0.8239999999999998,1
45,0.0,-0.8199999999999998,1
46,0.0,-0.8159999999999998,0
47,0.0,-0.8119999999999998,0
48,0.0878148373811667,-0.8079999999999998,1
49,0.0,-0.8039999999999998,1
50,0.026309425866570493,-0.7999999999999998,0
51,0.0,-0.7959999999999998,1
52,0.09776367269497716,-0.7919999999999998,0
53,0.0,-0.7879999999999998,0
54,0.0,-0.7839999999999998,0
55,0.0,-0.7799999999999998,0
56,0.0,-0.7759999999999998,0
57,0.44478583655408094,-0.7719999999999998,1
58,0.05844881282470098,-0.7679999999999998,0
59,0.0,-0.7639999999999998,1
60,2.3979066338047734,-0.7599999999999998,1
61,3.0526693897507626,-0.7559999999999998,1
62,0.0,-0.7519999999999998,0
63,13.310394678147059,-0.7479999999999998,0
64,0.0,-0.7439999999999998,0
65,4.108412316660061,-0.7399999999999998,0
66,0.0,-0.7359999999999998,1
67,2.5266553834491763,-0.7319999999999998,0
68,0.0,-0.7279999999999998,0
69,0.0,-0.7239999999999998,0
70,0.0,-0.7199999999999998,1
71,0.0,-0.7159999999999997,0
72,0.0,-0.7119999999999997,1
73,0.0,-0.7079999999999997,1
74,1.4145964118381877,-0.7039999999999997,0
75,0.0,-0.6999999999999997,1
76,0.0,-0.6959999999999997,1
77,4.130446086925985,-0.6919999999999997,1
78,17.382336697787032,-0.6879999999999997,0
79,0.0,-0.6839999999999997,0
80,0.0,-0.6799999999999997,1
81,0.02313130458976487,-0.6759999999999997,1
82,0.0,-0.6719999999999997,1
83,0.0,-0.6679999999999997,1
84,11.223013592255112,-0.6639999999999997,0
85,0.0,-0.6599999999999997,0
86,0.0,-0.6559999999999997,1
87,0.0,-0.6519999999999997,0
88,7.229128486377634,-0.6479999999999997,0
89,1.1803160031164253,-0.6439999999999997,1
90,7.724990563702017,-0.6399999999999997,0
91,0.0,-0.6359999999999997,0
92,3.307208465138925,-0.6319999999999997,0
93,0.0,-0.6279999999999997,0
94,1.8298285951820519,-0.6239999999999997,0
95,2.004982048304071,-0.6199999999999997,0
96,0.0,-0.6159999999999997,0
97,0.0,-0.6119999999999997,1
98,8.087506815392764,-0.6079999999999997,1
99,1.1332477494904651,-0.6039999999999996,1
100,0.0,-0.5999999999999996,0
101,0.0,-0.5959999999999996,1
102,0.0,-0.5919999999999996,1
103,0.0,-0.5879999999999996,1
104,2.971879568040429,-0.5839999999999996,1
105,11.754546531767652,-0.5799999999999996,0
106,0.0,-0.5759999999999996,0
107,0.0,-0.5719999999999996,1
108,10.789956668393197,-0.5679999999999996,0
109,0.0,-0.5639999999999996,0
110,0.0,-0.5599999999999996,1
111,0.0,-0.5559999999999996,0
112,0.0,-0.5519999999999996,0
113,0.0,-0.5479999999999996,1
114,0.0,-0.5439999999999996,0
115,0.0,-0.5399999999999996,0
116,0.0,-0.5359999999999996,0
117,0.0,-0.5319999999999996,1
118,9.244560559805423,-0.5279999999999996,1
119,10.329035692507436,-0.5239999999999996,1
120,0.0,-0.5199999999999996,1
121,8.184086964926749,-0.5159999999999996,0
122,0.0,-0.5119999999999996,0
123,1.122388389861821,-0.5079999999999996,1
124,0.0,-0.5039999999999996,1
125,0.0,-0.49999999999999956,1
126,3.6733523685243066,-0.49599999999999955,0
127,2.61620557390708,-0.49199999999999955,1
128,2.7653891656486973,-0.48799999999999955,1
129,0.0,-0.48399999999999954,1
130,0.0,-0.47999999999999954,0
131,0.0,-0.47599999999999953,1
132,23.14368884924711,-0.47199999999999953,0
133,1.0117868839071713,-0.4679999999999995,0
134,4.544971201321572,-0.4639999999999995,0
135,0.0,-0.4599999999999995,0
136,0.0,-0.4559999999999995,0
137,0.0,-0.4519999999999995,0
138,0.0,-0.4479999999999995,1
139,2.5804163641750413,-0.4439999999999995,0
140,0.0,-0.4399999999999995,1
141,0.04620879910593955,-0.4359999999999995,1
142,0.0,-0.4319999999999995,1
143,0.8437057957264076,-0.4279999999999995,1
144,0.0,-0.4239999999999995,1
145,0.0,-0.4199999999999995,1
146,0.0,-0.4159999999999995,1
147,0.0,-0.4119999999999995,1
148,1.9349470021506388,-0.4079999999999995,1
149,21.80878894629455,-0.40399999999999947,0
150,0.7270260182865053,-0.39999999999999947,1
151,0.0,-0.39599999999999946,1
152,12.28619229021182,-0.39199999999999946,0
153,0.0,-0.38799999999999946,1
154,1.3339342198347748,-0.38399999999999945,0
155,0.0,-0.37999999999999945,0
156,15.092078673894271,-0.37599999999999945,1
157,4.212672937545012,-0.37199999999999944,0
158,0.0,-0.36799999999999944,1
159,0.0,-0.36399999999999944,1
160,2.8556028701241782,-0.35999999999999943,0
161,0.0,-0.35599999999999943,1
162,0.0,-0.3519999999999994,0
163,20.907782431512626,-0.3479999999999994,0
164,0.0,-0.3439999999999994,0
165,0.0,-0.3399999999999994,1
166,3.8492216578166882,-0.3359999999999994,0
167,6.937203972872911,-0.3319999999999994,0
168,0.0,-0.3279999999999994,1
169,0.0,-0.3239999999999994,1
170,9.602859873049088,-0.3199999999999994,0
171,1.3594045417608995,-0.3159999999999994,0
172,0.0,-0.3119999999999994,0
173,0.7828664117007542,-0.3079999999999994,1
174,0.0,-0.3039999999999994,0
175,0.0,-0.2999999999999994,1
176,0.0,-0.2959999999999994,0
177,0.9442764085079767,-0.29199999999999937,0
178,0.0,-0.28799999999999937,0
179,0.0,-0.28399999999999936,0
180,3.3753411472551966,-0.27999999999999936,0
181,0.0,-0.27599999999999936,1
182,19.164647744604405,-0.27199999999999935,0
183,0.0,-0.26799999999999935,1
184,0.0,-0.26399999999999935,1
185,0.0,-0.25999999999999934,0
186,0.0,-0.25599999999999934,0
187,3.1811846669216832,-0.25199999999999934,0
188,15.03562653501846,-0.24799999999999933,0
189,0.0,-0.24399999999999933,1
190,0.0,-0.23999999999999932,1
191,2.8843689912240347,-0.23599999999999932,1
192,24.852951491760486,-0.23199999999999932,0
193,0.0,-0.22799999999999931,0
194,1.393114180843304,-0.2239999999999993,0
195,0.0,-0.2199999999999993,1
196,1.3213671397813227,-0.2159999999999993,1
