,y,cov1,cov2
0,0.0,-1.0,1
1,0.0,-0.996,0
2,7.789358554873713,-0.992,1
3,0.0,-0.988,0
4,0.0,-0.984,0
5,0.0,-0.98,1
6,0.0,-0.976,1
7,11.240741258883997,-0.972,1
8,0.0,-0.968,1
9,4.405860969907945,-0.964,1
10,1.1444890630337878,-0.96,0
11,9.550743118388356,-0.956,0
12,0.0,-0.952,1
13,13.350944948640693,-0.948,0
14,0.0,-0.944,1
15,7.375518094350147,-0.94,0
16,0.0,-0.9359999999999999,0
17,0.0,-0.9319999999999999,0
18,0.0,-0.9279999999999999,0
19,0.0,-0.9239999999999999,1
20,4.788019182844813,-0.9199999999999999,0
21,2.8993309732000365,-0.9159999999999999,0
22,0.9964164923957952,-0.9119999999999999,1
23,0.0,-0.9079999999999999,1
24,0.0,-0.9039999999999999,1
25,0.0,-0.8999999999999999,0
26,0.0,-0.8959999999999999,0
27,11.211644901940033,-0.8919999999999999,0
28,0.0,-0.8879999999999999,0
29,0.0,-0.8839999999999999,0
30,0.0,-0.8799999999999999,1
31,4.998034221213948,-0.8759999999999999,1
32,0.0,-0.8719999999999999,1
33,2.8334965014613482,-0.8679999999999999,1
34,0.0,-0.8639999999999999,0
35,0.0,-0.8599999999999999,1
36,0.0,-0.8559999999999999,0
37,0.0,-0.8519999999999999,1
38,0.0,-0.8479999999999999,1
39,0.11103233336313965,-0.8439999999999999,1
40,18.498590041944507,-0.8399999999999999,0
41,22.902279708736383,-0.8359999999999999,0
42,0.0,-0.8319999999999999,1
43,0.0,-0.8279999999999998,0
44,1.9701294712915065,-0.8239999999999998,0
45,0.0,-0.8199999999999998,1
46,0.0,-0.8159999999999998,1
47,6.737234197357359,-0.8119999999999998,0
48,0.0,-0.8079999999999998,1
49,0.0,-0.8039999999999998,1
50,0.0,-0.7999999999999998,1
51,4.190683057550232,-0.7959999999999998,0
52,0.0,-0.7919999999999998,0
53,1.210554509137969,-0.7879999999999998,0
54,0.0,-0.7839999999999998,0
55,7.591625450176726,-0.7799999999999998,1
56,0.0,-0.7759999999999998,0
57,6.195493078283008,-0.7719999999999998,0
58,0.0,-0.7679999999999998,0
59,0.0,-0.7639999999999998,1
60,0.0,-0.7599999999999998,1
61,0.9860564124338683,-0.7559999999999998,1
62,0.0,-0.7519999999999998,1
63,1.7099764651149876,-0.7479999999999998,0
64,0.0,-0.7439999999999998,1
65,4.856853651953649,-0.7399999999999998,0
66,0.0,-0.7359999999999998,0
67,4.843933934817708,-0.7319999999999998,0
68,11.15929271527615,-0.7279999999999998,1
69,0.8941492168804617,-0.7239999999999998,1
70,17.09744579633443,-0.7199999999999998,0
71,0.0,-0.7159999999999997,1
72,0.0,-0.7119999999999997,1
73,4.904316315533245,-0.7079999999999997,0
74,0.0,-0.7039999999999997,1
75,0.0,-0.6999999999999997,1
76,1.3058358588571568,-0.6959999999999997,1
77,0.0,-0.6919999999999997,1
78,1.2834392360995155,-0.6879999999999997,1
79,6.594479335615566,-0.6839999999999997,0
80,0.0,-0.6799999999999997,0
81,0.0,-0.6759999999999997,0
82,0.0,-0.6719999999999997,0
83,0.0,-0.6679999999999997,1
84,0.0,-0.6639999999999997,0
85,0.0,-0.6599999999999997,1
86,0.0,-0.6559999999999997,1
87,0.0,-0.6519999999999997,0
88,8.930676790679183,-0.6479999999999997,0
89,9.469128239894632,-0.6439999999999997,0
90,0.0,-0.6399999999999997,1
91,11.739191531707009,-0.6359999999999997,0
92,0.6644037694700748,-0.6319999999999997,1
93,0.0,-0.6279999999999997,1
94,16.05493785517485,-0.6239999999999997,0
95,0.0,-0.6199999999999997,0
96,29.105160170031525,-0.6159999999999997,0
97,0.0,-0.6119999999999997,0
98,0.0,-0.6079999999999997,1
99,0.0,-0.6039999999999996,0
100,0.0,-0.5999999999999996,1
101,1.4713834277124764,-0.5959999999999996,1
102,0.0,-0.5919999999999996,1
103,4.2565181501926,-0.5879999999999996,0
104,7.986977474766767,-0.5839999999999996,1
105,0.0,-0.5799999999999996,1
106,5.4856395753265605,-0.5759999999999996,0
107,23.860811769884343,-0.5719999999999996,0
108,1.5421434578041096,-0.5679999999999996,1
109,13.958377925069213,-0.5639999999999996,0
110,7.932362836208539,-0.5599999999999996,0
111,1.6908108379544935,-0.5559999999999996,0
112,0.0,-0.5519999999999996,0
113,11.709262512506992,-0.5479999999999996,0
114,0.0,-0.5439999999999996,1
115,12.49206115643557,-0.5399999999999996,0
116,0.0,-0.5359999999999996,0
117,0.0,-0.5319999999999996,1
118,0.0,-0.5279999999999996,0
119,0.0,-0.5239999999999996,0
120,2.5984438313431557,-0.5199999999999996,0
121,0.0,-0.5159999999999996,1
122,0.0,-0.5119999999999996,1
123,0.0,-0.5079999999999996,1
124,0.0,-0.5039999999999996,0
125,16.31971187588353,-0.49999999999999956,0
126,3.3731362981943502,-0.49599999999999955,0
127,0.0,-0.49199999999999955,0
128,3.1764123172960184,-0.48799999999999955,0
129,2.332316095145462,-0.48399999999999954,1
130,10.361077769360701,-0.47999999999999954,0
131,0.0,-0.47599999999999953,1
132,1.486642074667219,-0.47199999999999953,0
