,y,cov1,cov2
0,0.0,-1.0,1
1,0.0,-0.996,0
2,0.0,-0.992,1
3,2.2137503428525314,-0.988,0
4,0.0,-0.984,0
5,0.0,-0.98,1
6,0.0,-0.976,1
7,0.0,-0.972,1
8,0.0,-0.968,1
9,4.8481938298981415,-0.964,1
10,0.0,-0.96,0
11,0.0,-0.956,0
12,0.0,-0.952,1
13,13.97949997558717,-0.948,0
14,0.0,-0.944,1
15,4.8199559262836305,-0.94,0
16,0.0,-0.9359999999999999,0
17,3.152669581259474,-0.9319999999999999,0
18,0.0,-0.9279999999999999,0
19,0.0,-0.9239999999999999,1
20,0.0,-0.9199999999999999,0
21,0.0,-0.9159999999999999,0
22,0.0,-0.9119999999999999,1
23,5.715238170685835,-0.9079999999999999,1
24,4.976528803851365,-0.9039999999999999,1
25,0.0,-0.8999999999999999,0
26,0.0,-0.8959999999999999,0
27,0.0,-0.8919999999999999,0
28,0.0,-0.8879999999999999,0
29,0.0,-0.8839999999999999,0
30,0.0,-0.8799999999999999,1
31,0.0,-0.8759999999999999,1
32,0.0,-0.8719999999999999,1
33,8.940344470432233,-0.8679999999999999,1
34,1.104957312221704,-0.8639999999999999,0
35,0.45934110113081006,-0.8599999999999999,1
36,17.659271254364846,-0.8559999999999999,0
37,0.0,-0.8519999999999999,1
38,0.0,-0.8479999999999999,1
39,0.0,-0.8439999999999999,1
40,19.04602220979025,-0.8399999999999999,0
41,2.6256960780775036,-0.8359999999999999,0
42,0.0,-0.8319999999999999,1
43,0.0,-0.8279999999999998,0
44,14.235855625489764,-0.8239999999999998,0
45,0.0,-0.8199999999999998,1
46,0.0,-0.8159999999999998,1
47,0.0,-0.8119999999999998,0
48,1.2777936017178895,-0.8079999999999998,1
49,0.0,-0.8039999999999998,1
50,0.0,-0.7999999999999998,1
51,0.0,-0.7959999999999998,0
52,28.20069019457094,-0.7919999999999998,0
53,16.645310207611434,-0.7879999999999998,0
54,11.887978924012359,-0.7839999999999998,0
55,0.0,-0.7799999999999998,1
56,0.0,-0.7759999999999998,0
57,14.174420039437129,-0.7719999999999998,0
58,14.523627874960727,-0.7679999999999998,0
59,0.0,-0.7639999999999998,1
60,0.8402413109484201,-0.7599999999999998,1
61,0.33722322200864885,-0.7559999999999998,1
62,0.0,-0.7519999999999998,1
63,0.0,-0.7479999999999998,0
64,4.638268669688344,-0.7439999999999998,1
65,0.0,-0.7399999999999998,0
66,8.701392877047379,-0.7359999999999998,0
67,0.0,-0.7319999999999998,0
68,6.136479711747778,-0.7279999999999998,1
69,0.0,-0.7239999999999998,1
70,2.6161488198844696,-0.7199999999999998,0
71,0.0,-0.7159999999999997,1
72,0.0,-0.7119999999999997,1
73,0.0,-0.7079999999999997,0
74,0.0,-0.7039999999999997,1
75,0.0,-0.6999999999999997,1
76,0.0,-0.6959999999999997,1
77,2.026935595499458,-0.6919999999999997,1
78,0.0,-0.6879999999999997,1
79,0.0,-0.6839999999999997,0
80,21.40644411591108,-0.6799999999999997,0
81,0.0,-0.6759999999999997,0
82,0.0,-0.6719999999999997,0
83,0.0,-0.6679999999999997,1
84,0.0,-0.6639999999999997,0
85,0.0,-0.6599999999999997,1
86,0.0,-0.6559999999999997,1
87,0.0,-0.6519999999999997,0
88,7.8417416794653185,-0.6479999999999997,0
89,3.409710129322673,-0.6439999999999997,0
90,2.302346986462633,-0.6399999999999997,1
91,2.098640546491746,-0.6359999999999997,0
92,1.904157846061012,-0.6319999999999997,1
93,0.7843753225662317,-0.6279999999999997,1
94,7.978365364889663,-0.6239999999999997,0
95,0.0,-0.6199999999999997,0
96,0.0,-0.6159999999999997,0
97,0.0,-0.6119999999999997,0
98,0.0,-0.6079999999999997,1
99,20.367840968470613,-0.6039999999999996,0
100,0.0,-0.5999999999999996,1
101,0.0,-0.5959999999999996,1
102,7.529230693101947,-0.5919999999999996,1
103,0.4465919960211243,-0.5879999999999996,0
104,0.0,-0.5839999999999996,1
105,0.0,-0.5799999999999996,1
106,0.0,-0.5759999999999996,0
107,0.0,-0.5719999999999996,0
108,0.0,-0.5679999999999996,1
109,0.764566666413951,-0.5639999999999996,0
110,0.0,-0.5599999999999996,0
111,0.0,-0.5559999999999996,0
112,3.8550625595193018,-0.5519999999999996,0
113,0.0,-0.5479999999999996,0
114,0.0,-0.5439999999999996,1
115,39.355171879490086,-0.5399999999999996,0
116,1.645535153438325,-0.5359999999999996,0
117,0.0,-0.5319999999999996,1
118,1.8310316747363764,-0.5279999999999996,0
119,3.1353586044834407,-0.5239999999999996,0
120,0.0,-0.5199999999999996,0
121,0.0,-0.5159999999999996,1
122,1.6377190923447347,-0.5119999999999996,1
123,0.0,-0.5079999999999996,1
124,3.393278689618064,-0.5039999999999996,0
125,0.0,-0.49999999999999956,0
126,0.0,-0.49599999999999955,0
127,23.68023040722103,-0.49199999999999955,0
128,12.582314505676875,-0.48799999999999955,0
129,4.87820556315288,-0.48399999999999954,1
130,2.543485045938879,-0.47999999999999954,0
131,0.0,-0.47599999999999953,1
132,0.0,-0.47199999999999953,0
133,0.0,-0.4679999999999995,0
